20000,0.0
40000,0.0
60000,29.5
80000,0.0
100000,0.0
120000,0.0
140000,4.5
160000,0.0
180000,0.0
200000,0.0
220000,0.0
240000,0.0
260000,0.0
280000,0.0
300000,0.0
320000,0.0
340000,0.0
360000,0.0
380000,0.0
400000,0.0
420000,0.0
440000,0.0
460000,0.0
480000,0.0
500000,0.0
520000,0.0
540000,0.0
560000,0.0
580000,0.0
600000,0.0
620000,0.0
640000,0.0
660000,0.0
680000,0.0
700000,0.0
720000,0.0
740000,0.0
760000,0.0
780000,0.0
800000,0.0
820000,0.0
840000,0.0
860000,18.0
880000,0.0
900000,24.0
920000,0.0
940000,0.0
960000,0.0
980000,0.0
1000000,6.0
1020000,11.0
1040000,10.5
1060000,0.0
1080000,7.5
1100000,7.5
1120000,8.5
1140000,0.0
1160000,0.0
1180000,0.0
1200000,0.0
1220000,0.0
1240000,0.0
1260000,0.0
1280000,0.0
1300000,0.0
1320000,0.0
1340000,0.0
1360000,0.0
1380000,0.0
1400000,0.0
1420000,0.0
1440000,0.0
1460000,0.0
1480000,0.0
1500000,0.0
1520000,8.5
1540000,0.0
1560000,0.0
1580000,0.0
1600000,0.0
1620000,0.0
1640000,0.0
1660000,0.0
1680000,0.0
1700000,13.0
1720000,16.5
1740000,17.5
1760000,0.0
1780000,0.0
1800000,0.0
1820000,0.0
1840000,0.0
1860000,0.0
1880000,0.0
1900000,0.0
1920000,0.0
1940000,10.5
1960000,0.0
1980000,0.0
2000000,0.0
2020000,0.0
2040000,0.0
2060000,0.0
2080000,17.5
2100000,0.0
2120000,0.0
2140000,0.0
2160000,0.0
2180000,0.0
2200000,0.0
2220000,0.0
2240000,0.0
2260000,0.0
2280000,0.0
2300000,0.0
2320000,0.0
2340000,0.0
2360000,0.0
2380000,0.0
2400000,0.0
2420000,0.0
2440000,0.0
2460000,0.0
2480000,0.0
2500000,0.0
2520000,0.0
2540000,16.0
2560000,0.0
2580000,0.0
2600000,0.0
2620000,0.0
2640000,0.0
2660000,0.0
2680000,0.0
2700000,0.0
2720000,26.0
2740000,0.0
2760000,0.0
2780000,0.0
2800000,0.0
2820000,0.0
2840000,0.0
2860000,0.0
2880000,0.0
2900000,0.0
2920000,0.0
2940000,0.0
2960000,0.0
2980000,0.0
3000000,0.0
3020000,0.0
3040000,0.0
3060000,17.0
3080000,17.0
3100000,0.0
3120000,0.0
3140000,13.0
3160000,0.0
3180000,14.0
3200000,17.0
3220000,21.0
3240000,13.0
3260000,18.0
3280000,0.0
3300000,20.5
3320000,29.0
3340000,23.0
3360000,21.5
3380000,27.0
3400000,21.5
3420000,20.5
3440000,16.5
3460000,24.0
3480000,27.5
3500000,20.0
3520000,22.5
3540000,12.5
3560000,21.0
3580000,0.0
3600000,0.0
3620000,0.0
3640000,0.0
3660000,0.0
3680000,0.0
3700000,0.0
3720000,16.0
3740000,0.0
3760000,0.0
3780000,0.0
3800000,0.0
3820000,0.0
3840000,0.0
3860000,0.0
3880000,0.0
3900000,0.0
3920000,0.0
3940000,0.0
3960000,0.0
3980000,16.5
4000000,0.0
4020000,0.0
4040000,0.0
4060000,0.0
4080000,0.0
4100000,0.0
4120000,0.0
4140000,0.0
4160000,0.0
4180000,0.0
4200000,0.0
4220000,0.0
4240000,23.0
4260000,19.0
4280000,23.0
4300000,25.5
4320000,0.0
4340000,0.0
4360000,23.5
4380000,0.0
4400000,22.5
4420000,25.0
4440000,0.0
4460000,0.0
